chembl_id,compound_name,SMILES,linked_proteins,num_linked_proteins,num_druggable_proteins,linked_pathways,num_linked_pathways,num_key_pathways,linked_MoAs,approval_phase_max,status_evidence,in_known_drugs,in_moa_kg,source_files,prelim_mechanistic_score,CYP3A4_p_value_0,CYP3A4_p_value_1,CYP3A4_CYP3A4_inhibition,CYP2D6_p_value_0,CYP2D6_p_value_1,CYP2D6_CYP2D6_inhibition,CYP2C9_p_value_0,CYP2C9_p_value_1,CYP2C9_CYP2C9_inhibition,CYP2C19_p_value_0,CYP2C19_p_value_1,CYP2C19_CYP2C19_inhibition,CYP1A2_p_value_0,CYP1A2_p_value_1,CYP1A2_CYP1A2_inhibition,hERG_p_value_0,hERG_p_value_1,hERG_hERG_inhibition,AMES_p_value_0,AMES_p_value_1,AMES_AMES_mutagenic,PGP_p_value_0,PGP_p_value_1,PGP_PGP_inhibition,Solubility_logS,Solubility_logS_lower_bound,Solubility_logS_upper_bound,Solubility_Capped_logS_lower_bound,Solubility_Capped_logS_upper_bound,Lipophilicity_logP,PAMPA_p_value_0,PAMPA_p_value_1,PAMPA_PAMPA_permeability,BBB_p_value_0,BBB_p_value_1,BBB_BBB_penetration,hERG_flag,CYP3A4_inhib_flag,CYP2D6_inhib_flag,CYP2C9_inhib_flag,CYP2C19_inhib_flag,CYP1A2_inhib_flag,PGP_inhib_flag,AMES_flag,poor_solubility_flag,good_solubility_bonus,high_logP_flag,low_logP_flag,good_logP_bonus,low_perm_flag,good_perm_bonus,bbb_penetrant_info,multi_cyp_inhib_count,cyp3a4_inhibitor_flag,DDI_flag,composite_score,confidence
CHEMBL1078178,MOMELOTINIB,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,,0,0,"R-HSA-1059683|Interleukin-6 signaling;R-HSA-110056|MAPK3 (ERK1) activation;R-HSA-112411|MAPK1 (ERK2) activation;R-HSA-1170546|Prolactin receptor signaling;R-HSA-1433557|Signaling by SCF-KIT;R-HSA-2586552|Signaling by Leptin;R-HSA-449836|Other interleukin signaling;R-HSA-512988|Interleukin-3, Interleukin-5 and GM-CSF signaling;R-HSA-5673000|RAF activation;R-HSA-5673001|RAF/MAP kinase cascade;R-HSA-6783783|Interleukin-10 signaling;R-HSA-6785807|Interleukin-4 and Interleukin-13 signaling;R-HSA-6788467|IL-6-type cytokine receptor ligand interactions;R-HSA-6802946|Signaling by moderate kinase activity BRAF mutants;R-HSA-8854691|Interleukin-20 family signaling;R-HSA-8984722|Interleukin-35 Signalling;R-HSA-9020591|Interleukin-12 signaling;R-HSA-9020933|Interleukin-23 signaling;R-HSA-9020956|Interleukin-27 signaling;R-HSA-909733|Interferon alpha/beta signaling;R-HSA-912694|Regulation of IFNA/IFNB signaling;R-HSA-9674555|Signaling by CSF3 (G-CSF);R-HSA-9679191|Potential therapeutics for SARS;R-HSA-9705462|Inactivation of CSF3 (G-CSF) signaling;R-HSA-9705671|SARS-CoV-2 activates/modulates innate and adaptive immune responses;R-HSA-9833109|Evasion by RSV of host interferon responses;RMTs methylate histone arginines",27,13,Tyrosine-protein kinase JAK1 inhibitor | Tyrosine-protein kinase JAK2 inhibitor,3.0,Completed,0,0,pathway_drug_candidates;mechanism_drug_candidate,13.0,0.889,0.0131,0.0,0.919,0.0192,0.0,0.537,0.0984,0.0,0.91,0.0115,0.0,0.0783,0.432,1.0,0.718,0.0521,0,0.273,0.143,0.0,0.793,0.0353,0,-4.73,-5.67,-3.79,-5.67,-3.79,2.9771800000000015,0.155,0.672,1.0,0.189,0.222,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,11.5,H
CHEMBL1079,TIZANIDINE,Clc1ccc2nsnc2c1NC1=NCCN1,,0,0,"R-HSA-390696|Adrenoceptors;R-HSA-392023|Adrenaline signalling through Alpha-2 adrenergic receptor;R-HSA-400042|Adrenaline,noradrenaline inhibits insulin secretion;R-HSA-418594|G alpha (i) signalling events;R-HSA-418597|G alpha (z) signalling events;R-HSA-5683826|Surfactant metabolism",6,0,,3.0,Completed,0,0,pathway_drug_candidates,3.0,0.624,0.0659,0.0,0.141,0.428,1.0,0.387,0.154,0.0,0.368,0.146,0.0,0.12,0.332,1.0,0.179,0.255,1,0.152,0.239,1.0,0.631,0.0477,0,-2.98,-3.88,-2.08,-3.88,-2.08,1.715799999999999,0.614,0.0642,0.0,0.153,0.276,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,-6.5,L
CHEMBL1082407,ENZALUTAMIDE,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,AR,1,1,R-HSA-3371497|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;R-HSA-383280|Nuclear Receptor transcription pathway;R-HSA-4090294|SUMOylation of intracellular receptors,3,0,Androgen Receptor antagonist,4.0,Unknown status,1,1,known_drugs;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions,7.5,0.276,0.224,0.5,0.953,0.00765,0.0,0.056,0.623,1.0,0.165,0.353,1.0,0.181,0.247,0.5,0.956,0.00959,0,0.898,0.0097,0.0,0.224,0.161,0,-3.26,-3.77,-2.76,-3.77,-2.76,3.992480000000003,0.125,0.679,1.0,0.191,0.203,1,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,3.0,L
CHEMBL1083385,CLOPIDOGREL BISULFATE,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,,0,0,R-HSA-418594|G alpha (i) signalling events,1,0,,4.0,,0,0,pathway_drug_candidates,4.0,0.0893,0.475,1.0,0.0913,0.488,1.0,0.279,0.219,0.5,0.253,0.229,0.5,0.159,0.243,1.0,0.428,0.137,0,0.778,0.0211,0.0,0.411,0.125,0,-2.78,-3.38,-2.17,-3.38,-2.17,3.021100000000001,0.27,0.308,0.5,0.17,0.272,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,-3.0,L
CHEMBL1088752,LOSMAPIMOD,,,0,0,,0,0,MAP kinase p38 alpha inhibitor;MAP kinase p38 beta inhibitor,,,1,1,known_drugs;mechanism_of_actions,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.5,L
CHEMBL1089636,ANG1005,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](OC(=O)CCC(=O)NCCCC[C@H](NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC(=O)CNC(=O)CNC(=O)[C@H](Cc4ccc(O)cc4)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](Cc4ccccc4)NC(=O)[C@@H](NC(=O)CCC(=O)O[C@@H](C(=O)O[C@H]4C[C@@]5(O)[C@@H](OC(=O)c6ccccc6)[C@@H]6[C@]7(OC(C)=O)CO[C@@H]7C[C@H](O)[C@@]6(C)C(=O)[C@H](OC(C)=O)C(=C4C)C5(C)C)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCCCNC(=O)CCC(=O)O[C@@H](C(=O)O[C@H]4C[C@@]5(O)[C@@H](OC(=O)c6ccccc6)[C@@H]6[C@]7(OC(C)=O)CO[C@@H]7C[C@H](O)[C@@]6(C)C(=O)[C@H](OC(C)=O)C(=C4C)C5(C)C)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc4ccc(O)cc4)C(=O)O)[C@@H](C)O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,,0,0,R-HSA-1445148|Translocation of SLC2A4 (GLUT4) to the plasma membrane;R-HSA-190840|Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane;R-HSA-190861|Gap junction assembly;R-HSA-2132295|MHC class II antigen presentation;R-HSA-2467813|Separation of Sister Chromatids;R-HSA-2500257|Resolution of Sister Chromatid Cohesion;R-HSA-2565942|Regulation of PLK1 Activity at G2/M Transition;R-HSA-3371497|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;R-HSA-380259|Loss of Nlp from mitotic centrosomes;R-HSA-380270|Recruitment of mitotic centrosome proteins and complexes;R-HSA-380284|Loss of proteins required for interphase microtubule organization from the centrosome;R-HSA-380320|Recruitment of NuMA to mitotic centrosomes;R-HSA-389957|Prefoldin mediated transfer of substrate to CCT/TriC;R-HSA-389960|Formation of tubulin folding intermediates by CCT/TriC;R-HSA-389977|Post-chaperonin tubulin folding pathway;R-HSA-437239|Recycling pathway of L1;R-HSA-5610787|Hedgehog 'off' state;R-HSA-5617833|Cilium Assembly;R-HSA-5620912|Anchoring of the basal body to the plasma membrane;R-HSA-5620924|Intraflagellar transport;R-HSA-5626467|RHO GTPases activate IQGAPs;R-HSA-5663220|RHO GTPases Activate Formins;R-HSA-6798695|Neutrophil degranulation;R-HSA-6807878|COPI-mediated anterograde transport;R-HSA-6811434|COPI-dependent Golgi-to-ER retrograde traffic;R-HSA-6811436|COPI-independent Golgi-to-ER retrograde traffic;R-HSA-68877|Mitotic Prometaphase;R-HSA-8852276|The role of GTSE1 in G2/M progression after G2 checkpoint;R-HSA-8854518|AURKA Activation by TPX2;R-HSA-8955332|Carboxyterminal post-translational modifications of tubulin;R-HSA-9609690|HCMV Early Events;R-HSA-9609736|Assembly and cell surface presentation of NMDA receptors;R-HSA-9619483|Activation of AMPK downstream of NMDARs;R-HSA-9646399|Aggrephagy;R-HSA-9648025|EML4 and NUDC in mitotic spindle formation;R-HSA-9668328|Sealing of the nuclear envelope (NE) by ESCRT-III;R-HSA-983189|Kinesins;R-HSA-9833482|PKR-mediated signaling,38,1,,2.0,Completed,0,0,pathway_drug_candidates,4.0,0.743,0.0372,0.0,0.984,0.00363,0.0,0.955,0.00533,0.0,0.945,0.00694,0.0,1.0,0.00157,0.0,1.0,0.000666,0,0.98,0.00393,0.0,0.877,0.0233,0,-11.5,-11.8,-11.2,-11.8,-11.2,1.3761400000000212,0.989,0.00524,0.0,0.442,0.0382,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,L
CHEMBL1091,HYDROCORTISONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,NR3C1,1,1,"Circadian Clock;R-HSA-3371497|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;R-HSA-383280|Nuclear Receptor transcription pathway;R-HSA-4090294|SUMOylation of intracellular receptors;R-HSA-8849473|PTK6 Expression;R-HSA-8939902|Regulation of RUNX2 expression and activity;R-HSA-9615017|FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes;R-HSA-9679191|Potential therapeutics for SARS;R-HSA-9768777|Regulation of NPAS4 gene transcription",9,0,Glucocorticoid receptor agonist,4.0,,0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate,6.0,0.629,0.0672,0.0,0.609,0.0918,0.0,0.639,0.0633,0.0,0.714,0.0365,0.0,0.687,0.0204,0.0,0.392,0.138,0,0.514,0.0607,0.0,0.341,0.142,0,-4.32,-5.24,-3.4,-5.24,-3.4,2.3524000000000003,0.533,0.0896,0.0,0.189,0.231,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,L
CHEMBL1094,FELBAMATE,NC(=O)OCC(COC(N)=O)c1ccccc1,,0,0,"R-HSA-3928662|EPHB-mediated forward signaling;R-HSA-438066|Unblocking of NMDA receptors, glutamate binding and activation;R-HSA-442982|Ras activation upon Ca2+ influx through NMDA receptor;R-HSA-5673001|RAF/MAP kinase cascade;R-HSA-6794361|Neurexins and neuroligins;R-HSA-8849932|Synaptic adhesion-like molecules;R-HSA-9609736|Assembly and cell surface presentation of NMDA receptors;R-HSA-9617324|Negative regulation of NMDA receptor-mediated neuronal transmission;R-HSA-9620244|Long-term potentiation",9,0,Glutamate [NMDA] receptor antagonist,4.0,,0,0,pathway_drug_candidates;mechanism_drug_candidate,4.0,0.439,0.134,0.0,0.0336,0.673,1.0,0.454,0.123,0.0,0.455,0.104,0.0,0.368,0.0975,0.0,0.377,0.154,0,0.123,0.304,1.0,0.25,0.151,0,-1.3,-2.31,-0.301,-2.31,-0.301,0.9607999999999992,0.654,0.0499,0.0,0.0639,0.801,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.5,L
CHEMBL1095032,LETAXABAN,O=C([C@H](O)CS(=O)(=O)c1ccc2cc(Cl)ccc2c1)N1CCC(N2CCCNC2=O)CC1,,0,0,R-HSA-140837|Intrinsic Pathway of Fibrin Clot Formation;R-HSA-140875|Common Pathway of Fibrin Clot Formation,2,0,,2.0,Completed,0,0,pathway_drug_candidates,2.0,0.699,0.0373,0.0,0.273,0.256,0.5,0.375,0.161,0.0,0.762,0.0274,0.0,0.453,0.069,0.0,0.00165,0.948,1,0.405,0.0869,0.0,0.157,0.203,1,-5.57,-6.03,-5.1,-6.03,-5.1,2.0341,0.706,0.0377,0.0,0.0955,0.512,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-7.0,L
CHEMBL1096,AMLEXANOX,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,,0,0,"R-HSA-180024|DARPP-32 events;R-HSA-418555|G alpha (s) signalling events;R-HSA-9860927|Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",3,0,Phosphodiesterase 4 inhibitor,4.0,,0,0,pathway_drug_candidates;mechanism_drug_candidate,4.0,0.754,0.0319,0.0,0.743,0.0697,0.0,0.442,0.116,0.0,0.362,0.145,0.0,0.383,0.0847,0.0,0.83,0.0328,0,0.595,0.0416,0.0,0.292,0.162,0,-4.59,-5.6,-3.58,-5.6,-3.58,2.745,0.963,0.00409,0.0,0.369,0.053,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,L
CHEMBL1096380,PLINABULIN,CC(C)(C)c1[nH]cnc1/C=c1\[nH]c(=O)/c(=C/c2ccccc2)[nH]c1=O,,0,0,R-HSA-1445148|Translocation of SLC2A4 (GLUT4) to the plasma membrane;R-HSA-190840|Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane;R-HSA-190861|Gap junction assembly;R-HSA-2132295|MHC class II antigen presentation;R-HSA-2467813|Separation of Sister Chromatids;R-HSA-2500257|Resolution of Sister Chromatid Cohesion;R-HSA-2565942|Regulation of PLK1 Activity at G2/M Transition;R-HSA-3371497|HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand;R-HSA-380259|Loss of Nlp from mitotic centrosomes;R-HSA-380270|Recruitment of mitotic centrosome proteins and complexes;R-HSA-380284|Loss of proteins required for interphase microtubule organization from the centrosome;R-HSA-380320|Recruitment of NuMA to mitotic centrosomes;R-HSA-389957|Prefoldin mediated transfer of substrate to CCT/TriC;R-HSA-389960|Formation of tubulin folding intermediates by CCT/TriC;R-HSA-389977|Post-chaperonin tubulin folding pathway;R-HSA-437239|Recycling pathway of L1;R-HSA-5610787|Hedgehog 'off' state;R-HSA-5617833|Cilium Assembly;R-HSA-5620912|Anchoring of the basal body to the plasma membrane;R-HSA-5620924|Intraflagellar transport;R-HSA-5626467|RHO GTPases activate IQGAPs;R-HSA-5663220|RHO GTPases Activate Formins;R-HSA-6798695|Neutrophil degranulation;R-HSA-6807878|COPI-mediated anterograde transport;R-HSA-6811434|COPI-dependent Golgi-to-ER retrograde traffic;R-HSA-6811436|COPI-independent Golgi-to-ER retrograde traffic;R-HSA-68877|Mitotic Prometaphase;R-HSA-8852276|The role of GTSE1 in G2/M progression after G2 checkpoint;R-HSA-8854518|AURKA Activation by TPX2;R-HSA-8955332|Carboxyterminal post-translational modifications of tubulin;R-HSA-9609690|HCMV Early Events;R-HSA-9609736|Assembly and cell surface presentation of NMDA receptors;R-HSA-9619483|Activation of AMPK downstream of NMDARs;R-HSA-9646399|Aggrephagy;R-HSA-9648025|EML4 and NUDC in mitotic spindle formation;R-HSA-9668328|Sealing of the nuclear envelope (NE) by ESCRT-III;R-HSA-983189|Kinesins;R-HSA-9833482|PKR-mediated signaling,38,1,,3.0,Completed,0,0,pathway_drug_candidates,5.0,0.342,0.192,0.0,0.323,0.224,0.5,0.347,0.183,0.0,0.17,0.338,1.0,0.11,0.351,1.0,0.377,0.148,0,0.652,0.0439,0.0,0.382,0.147,0,-5.1,-5.79,-4.42,-5.79,-4.42,0.7413999999999987,0.338,0.248,0.0,0.248,0.136,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,-0.5,L
CHEMBL1097279,CANGRELOR TETRASODIUM,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])C(Cl)(Cl)P(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Na+].[Na+].[Na+].[Na+],,0,0,R-HSA-418594|G alpha (i) signalling events,1,0,,4.0,,0,0,pathway_drug_candidates,4.0,0.312,0.19,0.0,0.996,0.00249,0.0,0.313,0.197,0.0,0.511,0.0878,0.0,0.997,0.00108,0.0,0.998,0.000458,0,0.759,0.0303,0.0,0.903,0.0189,0,1.03,0.609,1.45,0.609,1.45,-11.661500000000013,0.813,0.0179,0.0,0.0253,0.964,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,L
CHEMBL1106,EPINASTINE,NC1=NCC2c3ccccc3Cc3ccccc3N12,,0,0,R-HSA-416476|G alpha (q) signalling events,1,0,,4.0,,0,0,pathway_drug_candidates,4.0,0.315,0.197,0.0,0.122,0.43,1.0,0.214,0.312,0.5,0.154,0.351,1.0,0.309,0.12,0.0,0.652,0.0671,0,0.174,0.216,1.0,0.448,0.129,0,-4.36,-5.4,-3.32,-5.4,-3.32,2.4668,0.613,0.0845,0.0,0.158,0.375,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,-3.0,L
CHEMBL1108,DROPERIDOL,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,,0,0,,0,0,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,,,0,0,mechanism_drug_candidate,0.0,0.692,0.0523,0.0,0.0329,0.685,1.0,0.246,0.256,0.5,0.499,0.0932,0.0,0.464,0.0716,0.0,0.00469,0.873,1,0.539,0.0524,0.0,0.0208,0.556,1,-4.92,-6.29,-3.56,-6.29,-3.56,3.6784000000000026,0.158,0.621,1.0,0.1,0.646,1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,-9.0,L
CHEMBL1112,ARIPIPRAZOLE,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,,0,0,,0,0,Serotonin 2a (5-HT2a) receptor antagonist,,,0,0,mechanism_drug_candidate,0.0,0.446,0.129,0.0,0.102,0.472,1.0,0.315,0.203,0.5,0.18,0.3,1.0,0.511,0.0626,0.0,0.00101,0.969,1,0.844,0.0232,0.0,0.169,0.175,1,-4.73,-5.98,-3.49,-5.98,-3.49,4.859300000000005,0.0714,0.859,1.0,0.121,0.423,1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,-11.0,L
CHEMBL112,ACETAMINOPHEN,CC(=O)Nc1ccc(O)cc1,FAAH;PTGS2;TRPV1,3,3,R-HSA-140180|COX reactions;R-HSA-2142770|Synthesis of 15-eicosatetraenoic acid derivatives;R-HSA-2162123|Synthesis of Prostaglandins (PG) and Thromboxanes (TX);R-HSA-3295583|TRP channels;R-HSA-6783783|Interleukin-10 signaling;R-HSA-6785807|Interleukin-4 and Interleukin-13 signaling;R-HSA-73614|Nicotinamide salvaging;R-HSA-9018677|Biosynthesis of DHA-derived SPMs;R-HSA-9018679|Biosynthesis of EPA-derived SPMs;R-HSA-9025094|Biosynthesis of DPAn-3 SPMs;R-HSA-9027604|Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives,11,2,Anandamide amidohydrolase inhibitor;Anandamide amidohydrolase inhibitor | Cyclooxygenase inhibitor | Vanilloid receptor opener;Cyclooxygenase inhibitor;Vanilloid receptor opener,4.0,,1,1,known_drugs;protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate;mechanism_of_actions,15.5,0.391,0.153,0.0,0.609,0.0964,0.0,0.555,0.0831,0.0,0.466,0.0975,0.0,0.0721,0.444,1.0,0.81,0.0336,0,0.745,0.0383,0.0,0.826,0.0287,0,-1.28,-2.18,-0.388,-2.18,-0.388,1.3505999999999998,0.715,0.0358,0.0,0.114,0.439,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,15.5,H
CHEMBL1120,BISMUTH SUBSALICYLATE,,PTGS2,1,1,R-HSA-140180|COX reactions;R-HSA-2142770|Synthesis of 15-eicosatetraenoic acid derivatives;R-HSA-2162123|Synthesis of Prostaglandins (PG) and Thromboxanes (TX);R-HSA-6783783|Interleukin-10 signaling;R-HSA-6785807|Interleukin-4 and Interleukin-13 signaling;R-HSA-73614|Nicotinamide salvaging;R-HSA-9018677|Biosynthesis of DHA-derived SPMs;R-HSA-9018679|Biosynthesis of EPA-derived SPMs;R-HSA-9025094|Biosynthesis of DPAn-3 SPMs;R-HSA-9027604|Biosynthesis of electrophilic Omega-3 PUFA oxo-derivatives,10,2,Cyclooxygenase inhibitor,4.0,,0,0,protein_drug_candidates;pathway_drug_candidates;mechanism_drug_candidate,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.0,H
CHEMBL1131,ACITRETIN,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,,0,0,R-HSA-383280|Nuclear Receptor transcription pathway;R-HSA-5362517|Signaling by Retinoic Acid;R-HSA-5617472|Activation of anterior HOX genes in hindbrain development during early embryogenesis,3,0,,4.0,,0,0,pathway_drug_candidates,4.0,0.681,0.0416,0.0,0.0106,0.818,1.0,0.752,0.0464,0.0,0.539,0.0804,0.0,0.559,0.0419,0.0,0.232,0.215,0,0.363,0.105,0.0,0.41,0.133,0,-3.98,-4.65,-3.3,-4.65,-3.3,5.167060000000005,0.336,0.325,0.5,0.305,0.114,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,L
CHEMBL1136,TELITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,,0,0,,0,0,Bacterial 70S ribosome inhibitor,,,0,0,mechanism_drug_candidate,0.0,0.12,0.422,1.0,0.878,0.0264,0.0,0.482,0.113,0.0,0.954,0.0029,0.0,0.671,0.0232,0.0,0.923,0.0144,0,0.85,0.0139,0.0,0.481,0.11,0,-1.87,-2.26,-1.49,-2.26,-1.49,4.929200000000005,0.157,0.617,1.0,0.287,0.0919,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-3.0,L
CHEMBL114,SAQUINAVIR,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,,0,0,,0,0,Human immunodeficiency virus type 1 protease inhibitor,,,0,0,mechanism_drug_candidate,0.0,0.0416,0.637,1.0,0.0648,0.582,1.0,0.185,0.325,1.0,0.138,0.374,1.0,0.385,0.09,0.0,0.0736,0.39,1,0.91,0.013,0.0,0.0338,0.426,1,-3.73,-4.4,-3.05,-4.4,-3.05,3.092400000000003,0.207,0.511,1.0,0.369,0.0489,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,-11.5,L
CHEMBL1144,PRAVASTATIN,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,,0,0,R-HSA-191273|Cholesterol biosynthesis;R-HSA-1989781|PPARA activates gene expression;R-HSA-2426168|Activation of gene expression by SREBF (SREBP);R-HSA-9619665|EGR2 and SOX10-mediated initiation of Schwann cell myelination,4,0,,4.0,Completed,0,0,pathway_drug_candidates,4.0,0.729,0.0408,0.0,0.784,0.0479,0.0,0.129,0.42,1.0,0.765,0.0294,0.0,0.8,0.0133,0.0,0.698,0.0579,0,0.674,0.0325,0.0,0.787,0.0226,0,-1.98,-2.57,-1.38,-2.57,-1.38,2.4404000000000003,0.728,0.0264,0.0,0.701,0.00969,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,L
